latitude,longitude,risk_label,safety_score
16.30554083003519,80.1233390011256,Safe,100.0
16.256782109900794,80.15652154481086,Safe,100.0
16.326389250373154,80.25827932773689,Safe,100.0
16.27724115107365,80.23236469836752,Safe,100.0
16.28405010950496,80.2460738414486,Safe,100.0
16.244069318259296,80.2367751816104,Safe,100.0
16.22207133060922,80.17598380736672,Safe,100.0
16.27304142401368,80.26625582285571,Safe,100.0
16.226599741863083,80.15940996860455,Safe,100.0
16.33399121880919,80.24858923953957,Safe,100.0
16.296838497746542,80.1121725860742,Safe,100.0
16.377126970991934,80.15815819012069,Safe,100.0
16.396819197220584,80.18635640702998,Safe,100.0
16.276665353069248,80.15991800646275,Very High,16.68
16.209129578422626,80.12047820453178,Safe,100.0
16.29054554084854,80.14392568873886,Very High,18.28
16.322079927874626,80.09836308332761,Safe,100.0
16.209139087413526,80.14447278534529,Safe,100.0
16.242401001577242,80.09856018352858,Safe,100.0
16.375750081477936,80.19349715175767,Safe,100.0
16.33432506194189,80.18707469571099,Very High,12.39
16.32679203825444,80.28259086313736,Safe,100.0
16.310988594688265,80.11956818633037,Safe,100.0
16.32643079575013,80.16033716377954,Very High,13.16
16.376569887229106,80.18266418494908,Safe,100.0
16.21450900888407,80.16488670727163,Safe,100.0
16.36791126740086,80.11966930098025,Safe,100.0
16.260842863432625,80.1998037349812,Medium,51.58
16.28891140057886,80.175479960152,Very High,8.59
16.34198917127686,80.2156374144774,High,38.04
16.346698618256426,80.14509086958466,Safe,100.0
16.290023607221737,80.24203148988734,Safe,100.0
16.40433327182233,80.11437571489573,Safe,100.0
16.25786794454295,80.2268720646454,Safe,100.0
16.24703979038675,80.11423665929235,Safe,100.0
16.255284964267844,80.21861802906926,Safe,100.0
16.217611461308923,80.21432001910948,Safe,100.0
16.38822084106235,80.17427866647084,Safe,100.0
16.21199010987459,80.12710336086015,Safe,100.0
16.238907199862208,80.21421217473315,Safe,100.0
16.38870482636365,80.20867551350715,Safe,100.0
16.39994510906175,80.11311617201038,Safe,100.0
16.335523362682324,80.25238608318958,Safe,100.0
16.291713993041743,80.13155629820733,Standard,81.47
16.211449403529908,80.09271441619349,Safe,100.0
16.231115443760615,80.26545046685239,Safe,100.0
16.257417197139777,80.2326224818002,Safe,100.0
16.310671766110193,80.13117838642988,Medium,66.4
16.24950146738859,80.2174485741747,Safe,100.0
16.361790178292292,80.23338441482414,Safe,100.0
16.366517646715202,80.24460658893199,Safe,100.0
16.324260632717184,80.25549098624523,Safe,100.0
16.24603244078691,80.1435425797871,Safe,100.0
16.272252218268296,80.20111216031789,Very High,17.11
16.370756437474757,80.108503364271,Safe,100.0
16.253502112187782,80.12960193383691,Safe,100.0
16.3007917030155,80.16426100597938,Very High,8.54
16.31728433473994,80.14040101814544,Very High,18.91
16.396824889248972,80.14489031689665,Safe,100.0
16.39714572841211,80.12549674555305,Safe,100.0
16.375761149351593,80.21034155228463,Safe,100.0
16.36808506522259,80.12496792789202,Safe,100.0
16.344828592934647,80.15399702430926,Medium,41.45
16.259204746596232,80.22294485409532,Safe,100.0
16.37640713218576,80.10687197120345,Safe,100.0
16.249529992173528,80.18076474310539,Safe,100.0
16.21942957892469,80.19565938215176,Safe,100.0
16.248735736679816,80.2040580031114,Safe,100.0
16.320189286009732,80.21104170964412,Very High,13.28
16.38617201353791,80.26832770042215,Safe,100.0
16.217622458632494,80.21194074414753,Safe,100.0
16.294743925123477,80.25250261990737,Safe,100.0
16.319352665691422,80.22099666486939,Very High,17.05
16.36379320480466,80.1771422691157,Safe,100.0
16.28722341463918,80.13592415592348,Medium,60.05
16.223678503970035,80.23653269372385,Safe,100.0
16.28359107191828,80.16705062208011,Very High,12.4
16.269738534642208,80.19964177882208,Very High,17.86
16.348186605082876,80.116851244671,Safe,100.0
16.207685106570956,80.1998131375444,Safe,100.0
16.37211307853497,80.2319458049055,Safe,100.0
16.38642610134511,80.12586941179832,Safe,100.0
16.301923444913072,80.2312698641839,High,31.76
16.28309291382684,80.11760845844144,Safe,100.0
16.31937846648997,80.243453996006,Safe,100.0
16.246474108149837,80.28106717095058,Safe,100.0
16.35240079393858,80.18648483587461,High,27.44
16.255470886451324,80.26414697729336,Safe,100.0
16.319853595631905,80.11706013781027,Safe,100.0
16.224048542393444,80.13368595205355,Safe,100.0
16.346480652059363,80.14926929742349,Standard,77.85
16.40343958476162,80.20116408749193,Safe,100.0
16.31338725070172,80.15778833145937,Very High,11.29
16.218367557264745,80.20665389488026,Safe,100.0
16.337877867227416,80.09714410458432,Safe,100.0
16.228609247871663,80.16280872049116,Safe,100.0
16.24616076298081,80.12978939436414,Safe,100.0
16.389256114462505,80.2381711005866,Safe,100.0
16.331798659083013,80.18757018009408,Very High,11.31
16.23868567094168,80.27673891721437,Safe,100.0
16.335739078354724,80.20248149041582,Very High,15.29
16.27559009028195,80.15911264519796,Very High,17.27
16.387552624517298,80.24184335700284,Safe,100.0
16.24775785086094,80.23355307800843,Safe,100.0
16.292145652126525,80.11690633989234,Safe,100.0
16.252194183061057,80.08730695811198,Safe,100.0
16.400940219195682,80.25363687314432,Safe,100.0
16.28108303540099,80.20318940691881,Very High,14.21
16.333838974815347,80.26096793180905,Safe,100.0
16.318929751307603,80.1620948778454,Very High,10.56
16.3917644615975,80.13081292580564,Safe,100.0
16.337550531977975,80.1787325649766,Very High,13.86
16.33757014925797,80.12038872495427,Safe,100.0
16.32536530551424,80.09406165847194,Safe,100.0
16.294513478844067,80.26586119820787,Safe,100.0
16.211458157433324,80.11387047635519,Safe,100.0
16.3556957459987,80.08342484102938,Safe,100.0
16.223007261296537,80.25324119505679,Safe,100.0
16.351926727397622,80.1668392796726,Medium,46.15
16.248737661329127,80.1150810647074,Safe,100.0
16.360668103043295,80.25248842274884,Safe,100.0
16.350842598538357,80.24264382787833,Safe,100.0
16.30870907444294,80.11111626998652,Safe,100.0
16.25709355580682,80.27179297449273,Safe,100.0
16.25739846069164,80.23599822049464,Safe,100.0
16.21591197129182,80.22287774790817,Safe,100.0
16.224520999042394,80.20559624240485,Safe,100.0
16.259229497820705,80.20794100939847,Safe,91.79
16.228520691095103,80.0834406701838,Safe,100.0
16.390119942239167,80.27963676131313,Safe,100.0
16.404146294762306,80.11158637357343,Safe,100.0
16.233900295355912,80.17957851747389,Safe,100.0
16.290904386506888,80.08556463269903,Safe,100.0
16.23498535091473,80.15448080741956,Safe,100.0
16.284712777837353,80.16021865015085,Very High,13.88
16.402967528906096,80.2709530486793,Safe,100.0
16.210047022190626,80.08428493281497,Safe,100.0
16.36987904945724,80.09464056839366,Safe,100.0
16.312850292395584,80.17977227969118,Very High,3.12
16.323989637679126,80.26611802713029,Safe,100.0
16.382757799484313,80.22822693588265,Safe,100.0
16.38253934867767,80.12643583859735,Safe,100.0
16.35253171742009,80.1404127299902,Safe,100.0
16.208055632599905,80.26930654397238,Safe,100.0
16.236645044724487,80.23589104650625,Safe,100.0
16.24142177638328,80.10564312787845,Safe,100.0
16.31325173240037,80.27703039317227,Safe,100.0
16.390263890035538,80.09729047563687,Safe,100.0
16.323985389446143,80.23903524541674,Safe,100.0
16.305815682948587,80.2232232872644,Very High,17.05
16.23291161894326,80.08762534565199,Safe,100.0
16.396064670484378,80.24831950051815,Safe,100.0
16.292913790954486,80.1405285386424,Very High,19.26
16.250385031217906,80.18394900501008,Safe,100.0
16.218178417857402,80.13985889594099,Safe,100.0
16.242418013782977,80.09351603631346,Safe,100.0
16.291295989720787,80.1981691782843,Very High,9.34
16.365065404422634,80.13180755970285,Safe,100.0
16.39053020887099,80.17387325873818,Safe,100.0
16.324236076673756,80.12318130791537,Safe,100.0
16.36789050631886,80.11573947242537,Safe,100.0
16.349567270346814,80.19658504030727,Very High,19.89
16.2947989299529,80.17735609770033,Very High,5.87
16.220248541354124,80.11753743163976,Safe,100.0
16.31555010305798,80.24450606433551,Safe,100.0
16.314680315698187,80.24134928561475,Safe,100.0
16.266316990180908,80.11125543887398,Safe,100.0
16.242837449006135,80.24240249916004,Safe,100.0
16.36578843051747,80.26709446800722,Safe,100.0
16.37138501422944,80.21150492307204,Safe,100.0
16.23711630924347,80.15817931963211,Safe,100.0
16.265134022738067,80.12818911081388,Safe,100.0
16.25318738662565,80.27336775321048,Safe,100.0
16.36047278536556,80.20090628154145,Safe,100.0
16.24327071189569,80.16655132421853,Safe,100.0
16.353817955328992,80.19342039682587,Medium,47.95
16.37869844682846,80.27510855353741,Safe,100.0
16.34408072881575,80.18174096443504,Very High,16.64
16.229490228833132,80.22885469879236,Safe,100.0
16.370644280800644,80.19602843252935,Safe,100.0
16.306714098007106,80.11509283054126,Safe,100.0
16.313984213367284,80.1247153257442,Safe,100.0
16.26242178470513,80.14611276251064,Safe,100.0
16.34818129694554,80.1966456085279,Very High,19.31
16.210262611440278,80.22413514858543,Safe,100.0
16.302242801470808,80.15157777920619,Very High,13.69
16.304337823839152,80.2312020266254,High,29.52
16.394170753594594,80.24131069707464,Safe,100.0
16.279965178706103,80.26862753857321,Safe,100.0
16.343391259219608,80.1256364058021,Safe,100.0
16.26492907204834,80.22031732587166,Safe,100.0
16.29438260585314,80.14525858260134,Very High,17.14
16.28163880038872,80.21309089639237,Very High,16.91
16.212080504780086,80.19449410021168,Safe,100.0
16.215079962380184,80.11676085049618,Safe,100.0
16.3903517860606,80.20160350157857,Safe,100.0
16.31032535428957,80.12513932367472,Safe,100.0
16.270414994972256,80.10744531554498,Safe,100.0
16.374737056344856,80.24261159374419,Safe,100.0
16.262980769581844,80.23918556010167,Safe,100.0
16.330733180392592,80.26204454466938,Safe,100.0
16.350318267985234,80.1733387388012,Very High,19.86
16.381203540480218,80.16473100953955,Safe,100.0
16.34102532246803,80.1680854852017,Very High,16.59
16.2477602476208,80.14580512420791,Safe,100.0
16.33367370425835,80.1802590906847,Very High,12.07
16.389131618419142,80.19927772576617,Safe,100.0
16.254218920076212,80.10993406097997,Safe,100.0
16.252445514391873,80.19184029159656,Safe,100.0
16.34724817136181,80.2612806891414,Safe,100.0
16.242923972410235,80.22243184282783,Safe,100.0
16.218768550501235,80.27569958243069,Safe,100.0
16.347064540368116,80.08942218952498,Safe,100.0
16.319372723111243,80.17595487190862,Very High,6.45
16.346288528389287,80.15516806383371,Medium,46.26
16.332388135888518,80.2266940822703,Medium,55.27
16.37373789032164,80.17425882339609,Safe,100.0
16.254148301458322,80.177948556908,Standard,89.71
16.354150513788724,80.11858440697142,Safe,100.0
16.291452803317437,80.20299974865446,Very High,10.8
16.226126347105254,80.19824902190986,Safe,100.0
16.299478092485256,80.20995457527255,Very High,11.82
16.32810580297987,80.20172361556182,Very High,12.35
16.380440008285216,80.1981369097306,Safe,100.0
16.377733060930655,80.11085812489546,Safe,100.0
16.380781868249603,80.22006480476384,Safe,100.0
16.298740247492372,80.13329010356588,Medium,52.81
16.343919919973796,80.15033951567746,Medium,54.51
16.297903751863373,80.16324619411203,Very High,9.41
16.40387654435093,80.16835118135467,Safe,100.0
16.37723823672548,80.274459259436,Safe,100.0
16.211989264482234,80.2256722012859,Safe,100.0
16.227852783454644,80.27929258952679,Safe,100.0
16.372270773429694,80.20127978555522,Safe,100.0
16.29369490332121,80.11589480524616,Safe,100.0
16.359624918535417,80.23100772532331,Safe,100.0
16.29481547649356,80.0946579142482,Safe,100.0
16.325498039845783,80.11580348634743,Safe,100.0
16.25909491975625,80.14435774633895,Safe,100.0
16.35859523432472,80.22817102894567,Safe,100.0
16.308855580726984,80.1977987716297,Very High,6.26
16.25228040601359,80.20339579772309,Safe,100.0
16.212793587994483,80.2488884795007,Safe,100.0
16.323947984981753,80.26010329385453,Safe,100.0
16.283918027733986,80.08824714887477,Safe,100.0
16.277876791945253,80.1488122592234,Very High,19.52
16.220911482205643,80.12672628730375,Safe,100.0
16.214622454254442,80.16147356839168,Safe,100.0
16.208426724747362,80.23214204343597,Safe,100.0
16.248665717398016,80.2764888513032,Safe,100.0
16.309302170999384,80.23018217894462,High,20.93
16.2628652144727,80.27315786148338,Safe,100.0
16.316196518183713,80.17975852527685,Very High,4.49
16.221978866639844,80.180298941308,Safe,100.0
16.211177002743714,80.22440117066179,Safe,100.0
