latitude,longitude,risk_label,safety_score,min_distance_to_geofence,inside_any_geofence,closest_geofence_risk_score
16.30554083003519,80.1233390011256,Safe,100.0,6.400464349340194,1,20
16.256782109900794,80.15652154481086,Safe,100.0,6.243292487133459,1,20
16.326389250373154,80.25827932773689,Safe,100.0,8.295642802410503,1,20
16.27724115107365,80.23236469836752,Safe,100.0,6.176789967979631,1,20
16.28405010950496,80.2460738414486,Safe,100.0,7.157474536329676,1,20
16.244069318259296,80.2367751816104,Safe,100.0,9.004453168169464,1,20
16.22207133060922,80.17598380736672,Safe,100.0,9.442629537730252,1,20
16.27304142401368,80.26625582285571,Safe,100.0,9.612496286764705,1,20
16.226599741863083,80.15940996860455,Safe,100.0,9.264616094574183,1,20
16.33399121880919,80.24858923953957,Safe,100.0,7.5994971999397585,1,20
16.296838497746542,80.1121725860742,Safe,100.0,7.669829767818999,1,20
16.377126970991934,80.15815819012069,Safe,100.0,8.277882085318574,1,20
16.396819197220584,80.18635640702998,Safe,100.0,10.026102475892968,1,20
16.276665353069248,80.15991800646275,Very High,16.68,4.169103003894187,1,20
16.209129578422626,80.12047820453178,Safe,100.0,12.754614096065788,1,20
16.29054554084854,80.14392568873886,Very High,18.28,4.570094044983306,1,20
16.322079927874626,80.09836308332761,Safe,100.0,9.224186536973102,1,20
16.209139087413526,80.14447278534529,Safe,100.0,11.613097225757294,1,20
16.242401001577242,80.09856018352858,Safe,100.0,11.529606817388471,1,20
16.375750081477936,80.19349715175767,Safe,100.0,7.754731503526978,1,20
16.33432506194189,80.18707469571099,Very High,12.39,3.0980655257675878,1,20
16.32679203825444,80.28259086313736,Safe,100.0,10.828928305931699,1,20
16.310988594688265,80.11956818633037,Safe,100.0,6.8181979774710015,1,20
16.32643079575013,80.16033716377954,Very High,13.16,3.2891474057698837,1,20
16.376569887229106,80.18266418494908,Safe,100.0,7.769473195065448,1,20
16.21450900888407,80.16488670727163,Safe,100.0,10.437908315407434,1,20
16.36791126740086,80.11966930098025,Safe,100.0,9.613904809937841,1,20
16.260842863432625,80.1998037349812,Medium,51.58,5.394771609006886,1,20
16.28891140057886,80.175479960152,Very High,8.59,2.146872264742904,1,20
16.34198917127686,80.2156374144774,High,38.04,5.225475384422014,1,20
16.346698618256426,80.14509086958466,Safe,100.0,6.033752094654709,1,20
16.290023607221737,80.24203148988734,Safe,100.0,6.536731316019263,1,20
16.40433327182233,80.11437571489573,Safe,100.0,13.112568687274125,1,20
16.25786794454295,80.2268720646454,Safe,100.0,7.1492859347372875,1,20
16.24703979038675,80.11423665929235,Safe,100.0,9.917185526246957,1,20
16.255284964267844,80.21861802906926,Safe,100.0,6.848047928481837,1,20
16.217611461308923,80.21432001910948,Safe,100.0,10.444957825914921,1,20
16.38822084106235,80.17427866647084,Safe,100.0,9.115668015223251,1,20
16.21199010987459,80.12710336086015,Safe,100.0,12.11997058482122,1,20
16.238907199862208,80.21421217473315,Safe,100.0,8.228722886565121,1,20
16.38870482636365,80.20867551350715,Safe,100.0,9.512006284965933,1,20
16.39994510906175,80.11311617201038,Safe,100.0,12.78979675813707,1,20
16.335523362682324,80.25238608318958,Safe,100.0,8.038975215994665,1,20
16.291713993041743,80.13155629820733,Standard,81.47,5.768328530929661,1,20
16.211449403529908,80.09271441619349,Safe,100.0,14.341636178178183,1,20
16.231115443760615,80.26545046685239,Safe,100.0,12.146270246222974,1,20
16.257417197139777,80.2326224818002,Safe,100.0,7.598998405908043,1,20
16.310671766110193,80.13117838642988,Medium,66.4,5.579962324832926,1,20
16.24950146738859,80.2174485741747,Safe,100.0,7.330585749133811,1,20
16.361790178292292,80.23338441482414,Safe,100.0,8.129381591462135,1,20
16.366517646715202,80.24460658893199,Safe,100.0,9.329302047307902,1,20
16.324260632717184,80.25549098624523,Safe,100.0,7.947616116172084,1,20
16.24603244078691,80.1435425797871,Safe,100.0,7.969691932365723,1,20
16.272252218268296,80.20111216031789,Very High,17.11,4.2762528508537425,1,20
16.370756437474757,80.108503364271,Safe,100.0,10.697287547342128,1,20
16.253502112187782,80.12960193383691,Safe,100.0,8.236605137402677,1,20
16.3007917030155,80.16426100597938,Very High,8.54,2.135476230841633,1,20
16.31728433473994,80.14040101814544,Very High,18.91,4.726992941443698,1,20
16.396824889248972,80.14489031689665,Safe,100.0,10.82702018707703,1,20
16.39714572841211,80.12549674555305,Safe,100.0,11.797572757348265,1,20
16.375761149351593,80.21034155228463,Safe,100.0,8.203443659801259,1,20
16.36808506522259,80.12496792789202,Safe,100.0,9.237562072985185,1,20
16.344828592934647,80.15399702430926,Medium,41.45,5.26811182773725,1,20
16.259204746596232,80.22294485409532,Safe,100.0,6.7673376294252225,1,20
16.37640713218576,80.10687197120345,Safe,100.0,11.250984342264426,1,20
16.249529992173528,80.18076474310539,Safe,100.0,6.362771840003198,1,20
16.21942957892469,80.19565938215176,Safe,100.0,9.79330064566639,1,20
16.248735736679816,80.2040580031114,Safe,100.0,6.815530178464113,1,20
16.320189286009732,80.21104170964412,Very High,13.28,3.3188313128471374,1,20
16.38617201353791,80.26832770042215,Safe,100.0,12.664919943504225,1,20
16.217622458632494,80.21194074414753,Safe,100.0,10.36607178143098,1,20
16.294743925123477,80.25250261990737,Safe,100.0,7.504355889417295,1,20
16.319352665691422,80.22099666486939,Very High,17.05,4.261847471991463,1,20
16.36379320480466,80.1771422691157,Safe,100.0,6.38238749641878,1,20
16.28722341463918,80.13592415592348,Medium,60.05,5.500572152657817,1,20
16.223678503970035,80.23653269372385,Safe,100.0,10.840217533345687,1,20
16.28359107191828,80.16705062208011,Very High,12.4,3.1000803998299493,1,20
16.269738534642208,80.19964177882208,Very High,17.86,4.4647170801397404,1,20
16.348186605082876,80.116851244671,Safe,100.0,8.45930645211086,1,20
16.207685106570956,80.1998131375444,Safe,100.0,11.150174635923687,1,20
16.37211307853497,80.2319458049055,Safe,100.0,8.935808332355881,1,20
16.38642610134511,80.12586941179832,Safe,100.0,10.776882201977147,1,20
16.301923444913072,80.2312698641839,High,31.76,5.146971630829402,1,20
16.28309291382684,80.11760845844144,Safe,100.0,7.486434371954658,1,20
16.31937846648997,80.243453996006,Safe,100.0,6.572513446008392,1,20
16.246474108149837,80.28106717095058,Safe,100.0,12.399469148111617,1,20
16.35240079393858,80.18648483587461,High,27.44,5.093047992966998,1,20
16.255470886451324,80.26414697729336,Safe,100.0,10.339892515358493,1,20
16.319853595631905,80.11706013781027,Safe,100.0,7.218727229702675,1,20
16.224048542393444,80.13368595205355,Safe,100.0,10.607151786229553,1,20
16.346480652059363,80.14926929742349,Standard,77.85,5.72310696699344,1,20
16.40343958476162,80.20116408749193,Safe,100.0,10.924508845857844,1,20
16.31338725070172,80.15778833145937,Very High,11.29,2.822322444791595,1,20
16.218367557264745,80.20665389488026,Safe,100.0,10.133545189583828,1,20
16.337877867227416,80.09714410458432,Safe,100.0,9.825892135437725,1,20
16.228609247871663,80.16280872049116,Safe,100.0,8.954546909257866,1,20
16.24616076298081,80.12978939436414,Safe,100.0,8.828245770107475,1,20
16.389256114462505,80.2381711005866,Safe,100.0,10.887916188205217,1,20
16.331798659083013,80.18757018009408,Very High,11.31,2.8278018220544814,1,20
16.23868567094168,80.27673891721437,Safe,100.0,12.516844161101032,1,20
16.335739078354724,80.20248149041582,Very High,15.29,3.82313476383404,1,20
16.27559009028195,80.15911264519796,Very High,17.27,4.316337857577028,1,20
16.387552624517298,80.24184335700284,Safe,100.0,10.947459152795254,1,20
16.24775785086094,80.23355307800843,Safe,100.0,8.469197038621521,1,20
16.292145652126525,80.11690633989234,Safe,100.0,7.268378486778843,1,20
16.252194183061057,80.08730695811198,Safe,100.0,11.904325986285853,1,20
16.400940219195682,80.25363687314432,Safe,100.0,12.889151733014831,1,20
16.28108303540099,80.20318940691881,Very High,14.21,3.5524613970733054,1,20
16.333838974815347,80.26096793180905,Safe,100.0,8.820563882348935,1,20
16.318929751307603,80.1620948778454,Very High,10.56,2.6401446039601524,1,20
16.3917644615975,80.13081292580564,Safe,100.0,10.992317037097541,1,20
16.337550531977975,80.1787325649766,Very High,13.86,3.464875854465409,1,20
16.33757014925797,80.12038872495427,Safe,100.0,7.540128723112577,1,20
16.32536530551424,80.09406165847194,Safe,100.0,9.746766675451843,1,20
16.294513478844067,80.26586119820787,Safe,100.0,8.914944510315305,1,20
16.211458157433324,80.11387047635519,Safe,100.0,12.92618565293293,1,20
16.3556957459987,80.08342484102938,Safe,100.0,11.969310531858001,1,20
16.223007261296537,80.25324119505679,Safe,100.0,11.930814570020582,1,20
16.351926727397622,80.1668392796726,Medium,46.15,5.326913910952861,1,20
16.248737661329127,80.1150810647074,Safe,100.0,9.724204837802196,1,20
16.360668103043295,80.25248842274884,Safe,100.0,9.514142754742544,1,20
